0,CombatZoneResize,90,163,570,380,,,,,,,
0,HeartTeleport,320,304,,,,
0,HeartMode,1,,,,,,,
0,PlatformRepeat,552,326,51,0,120,0,55,160,,,
0,PlatformRepeat,-552,266,51,6,120,0,110,160,,,
0,PlatformRepeat,552,206,51,0,120,0,110,160,,,
0.3,BoneT,-1,50,1200,-360,900,2,0,2,2,
0.3,BoneT,400,-50,1200,-270,900,2,0,2,2
0.8,BoneStab,1,170,8.111,2.44444
10,BoneStab,3,170,8.111,2.44444
8,0,Zakeya Red Eyes Dizzy,320,37,,,,,,,,,
0,Zakeya Red Eyes Dizzy,320,37,,,,,,,,,
0.8,BoneStab,1,170,8.111,2.44444
10,BoneStab,3,170,8.111,18.44444
10,SansSlam,2,,,,,,,
0,SansBody,handLeft,,,,,,,
0.4,SansAnimation,Idle,,,,,,,
0.2,HeartMode,0,,,,,,,
0.15,GasterBlaster,0,133,0,113,151,90,0.5,0.4
0.15,GasterBlaster,0,133,0,133,151,90,0.5,0.4
0.15,GasterBlaster,0,133,0,153,151,90,0.5,0.4
0.15,GasterBlaster,0,133,0,173,151,90,0.5,0.4
0.15,GasterBlaster,0,133,0,193,151,90,0.5,0.4
0.15,GasterBlaster,0,133,0,213,151,90,0.5,0.4
0.15,GasterBlaster,0,133,0,233,151,90,0.5,0.4
0.15,GasterBlaster,0,133,0,253,151,90,0.5,0.4
0.15,GasterBlaster,0,133,0,273,151,90,0.5,0.4
0.15,GasterBlaster,0,133,0,293,151,90,0.5,0.4
0.15,GasterBlaster,0,133,0,313,151,90,0.5,0.4
0.15,GasterBlaster,0,133,0,333,151,90,0.5,0.4
0.15,GasterBlaster,0,133,0,353,151,90,0.5,0.4
0.15,GasterBlaster,0,133,0,373,151,90,0.5,0.4
0.15,GasterBlaster,0,133,0,393,151,90,0.5,0.4
0.15,GasterBlaster,0,133,0,413,151,90,0.5,0.4
0.15,GasterBlaster,0,133,0,433,151,90,0.5,0.4
0.15,GasterBlaster,0,133,0,453,151,90,0.5,0.4
0.1,GasterBlaster,0,133,0,473,151,90,0.5,0.4
0.15,GasterBlaster,0,133,0,493,151,90,0.5,0.4
0.15,GasterBlaster,0,133,0,513,151,90,0.5,0.4
0.15,GasterBlaster,0,133,0,533,151,90,0.5,0.4
1,SansBody,handRight,,,,,,
0,SansSlam,0,,,,,,,
0.5,HeartMode,0,,,,,,
0.15,GasterBlaster,0,133,0,533,151,90,0.5,0.4
0.15,GasterBlaster,0,133,0,513,151,90,0.5,0.4
0.15,GasterBlaster,0,133,0,493,151,90,0.5,0.4
0.15,GasterBlaster,0,133,0,473,151,90,0.5,0.4
0.15,GasterBlaster,0,133,0,453,151,90,0.5,0.4
0.15,GasterBlaster,0,133,0,433,151,90,0.5,0.4
0.15,GasterBlaster,0,133,0,413,151,90,0.5,0.4
0.15,GasterBlaster,0,133,0,393,151,90,0.5,0.4
0.15,GasterBlaster,0,133,0,373,151,90,0.5,0.4
0.15,GasterBlaster,0,133,0,353,151,90,0.5,0.4
0.15,GasterBlaster,0,133,0,333,151,90,0.5,0.4
0.15,GasterBlaster,0,133,0,313,151,90,0.5,0.4
0.15,GasterBlaster,0,133,0,293,151,90,0.5,0.4
0.15,GasterBlaster,0,133,0,273,151,90,0.5,0.4
0.15,GasterBlaster,0,133,0,253,151,90,0.5,0.4
0.15,GasterBlaster,0,133,0,233,151,90,0.5,0.4
0.15,GasterBlaster,0,133,0,213,151,90,0.5,0.4
0.15,GasterBlaster,0,133,0,193,151,90,0.5,0.4
0.15,GasterBlaster,0,133,0,173,151,90,0.5,0.4
0.15,GasterBlaster,0,133,0,153,151,90,0.5,0.4
0.15,GasterBlaster,0,133,0,133,151,90,0.5,0.4
1,,,,,,,,,,,,
2,BoneStab,0,10,0.1,0,,,,
0.1,BoneStab,2,20,0.1,0,,,,
0,BoneStab,0,20,0.1,0,,,,
0.1,BoneStab,2,30,0.1,0,,,,
0,BoneStab,0,30,0.1,0,,,,
0.1,BoneStab,2,40,0.1,0,,,,
0,BoneStab,0,40,0.1,0,,,,
0.1,BoneStab,2,50,0.1,0,,,,
0,BoneStab,0,50,0.1,0,,,,
0.1,BoneStab,2,60,0.1,0,,,,
0,BoneStab,0,60,0.1,0,,,,
0.1,BoneStab,2,70,0.1,0,,,,
0,BoneStab,0,70,0.1,0,,,,
0.1,BoneStab,2,80,0.1,0,,,,
0,BoneStab,0,80,0.1,0,,,,
0.1,BoneStab,2,90,0.1,0,,,,
0,BoneStab,0,90,0.1,0,,,,
0.1,BoneStab,2,100,0.1,0,,,,
0,BoneStab,0,100,0.1,0,,,,
0.1,BoneStab,2,110,0.1,0,,,,
0,BoneStab,0,110,0.1,0,,,,
0.1,BoneStab,2,120,0.1,0,,,,
0,BoneStab,0,120,0.1,0,,,,
0.1,BoneStab,2,130,0.1,0,,,,
0,BoneStab,0,130,0.1,0,,,,
0.1,BoneStab,2,140,0.1,0,,,,
0,BoneStab,0,140,0.1,0,,,,
0.1,BoneStab,2,150,0.1,0,,,,
0,BoneStab,0,150,0.1,0,,,,
0.1,BoneStab,2,160,0.1,8,,,,
0,BoneStab,0,160,0.1,8,,,,
1,GetHeartPos,HeartX,HeartY,,,,,,
0,GasterBlaster,2,$HeartX,200,$HeartX,200,90,0,0.4
2,EndAttack,,,,,,,,
